GTO_per_unit_vol,segment,sub_segment,Product_Set,Brand,Sub_Brand,Pack_Type,Tax,province,Discount_Total,Premium,Tier 1,Tier 2,RETURNABLE
294.16666666666663,Institutional,Institutional,RETURNABLE_BOTTLE_JUPILER_JUPILER PILS,JUPILER,JUPILER PILS,BOTTLE,68.75,East Flanders,0.0,0,0,1,1
453.3333333333333,Entertainment Led,Events,RETURNABLE_BOTTLE_BELLE VUE_BELLE VUE EXTRA KRIEK,BELLE VUE,BELLE VUE EXTRA KRIEK,BOTTLE,3.06,Flemish Brabant,0.0,0,0,1,1
261.34000000000003,Entertainment Led,Events,RETURNABLE_KEG_STELLA ARTOIS_STELLA ARTOIS REGULAR,STELLA ARTOIS,STELLA ARTOIS REGULAR,KEG,120.26,Flemish Brabant,0.0,0,0,1,1
294.16666666666663,Institutional,Institutional,RETURNABLE_BOTTLE_JUPILER_JUPILER PILS,JUPILER,JUPILER PILS,BOTTLE,3.06,West Flanders,3.22,0,1,0,1
347.0,Entertainment Led,Events,"RETURNABLE_BOTTLE_JUPILER_JUPILER 0,0",JUPILER,"JUPILER 0,0",BOTTLE,1.55,Antwerp,20.51,0,0,1,1
408.3,Entertainment Led,Events,RETURNABLE_KEG_BELLE VUE_BELLE VUE EXTRA KRIEK,BELLE VUE,BELLE VUE EXTRA KRIEK,KEG,48.1,Antwerp,153.7,0,0,1,1
283.3333333333333,Entertainment Led,Events,RETURNABLE_KEG_HOEGAARDEN_HOEGAARDEN WHITE,HOEGAARDEN,HOEGAARDEN WHITE,KEG,50.5,Antwerp,108.9,0,0,1,1
254.43010752688167,Entertainment Led,Events,RETURNABLE_KEG_JUPILER_JUPILER PILS,JUPILER,JUPILER PILS,KEG,223.68,Antwerp,428.51,0,0,1,1
368.73333333333335,Entertainment Led,Events,RETURNABLE_KEG_LEFFE_LEFFE BRUNE,LEFFE,LEFFE BRUNE,KEG,28.86,Antwerp,60.6,0,0,1,1
294.1666666666667,Entertainment Led,Events,RETURNABLE_BOTTLE_JUPILER_JUPILER PILS,JUPILER,JUPILER PILS,BOTTLE,-42.77,West Flanders,-112.85,0,0,1,1
254.28,Entertainment Led,Events,RETURNABLE_KEG_JUPILER_JUPILER PILS,JUPILER,JUPILER PILS,KEG,36.08,West Flanders,86.34,0,0,1,1
453.3333333333333,Entertainment Led,Events,RETURNABLE_BOTTLE_BELLE VUE_BELLE VUE EXTRA KRIEK,BELLE VUE,BELLE VUE EXTRA KRIEK,BOTTLE,4.58,Flemish Brabant,0.0,0,1,0,1
302.83333333333337,Entertainment Led,Events,RETURNABLE_BOTTLE_HOEGAARDEN_HOEGAARDEN WHITE,HOEGAARDEN,HOEGAARDEN WHITE,BOTTLE,1.53,Flemish Brabant,0.0,0,1,0,1
387.47899159663865,Entertainment Led,Events,RETURNABLE_BOTTLE_LEFFE_LEFFE BLONDE,LEFFE,LEFFE BLONDE,BOTTLE,7.96,Flemish Brabant,0.0,0,1,0,1
389.1139240506329,Entertainment Led,Events,RETURNABLE_BOTTLE_LEFFE_LEFFE BRUNE,LEFFE,LEFFE BRUNE,BOTTLE,2.65,Flemish Brabant,0.0,0,1,0,1
285.83333333333337,Entertainment Led,Events,RETURNABLE_BOTTLE_STELLA ARTOIS_STELLA ARTOIS REGULAR,STELLA ARTOIS,STELLA ARTOIS REGULAR,BOTTLE,4.58,Flemish Brabant,0.0,0,1,0,1
362.8333333333333,Entertainment Led,Events,RETURNABLE_BOTTLE_VIEUX TEMPS_VIEUX TEMPS REGULAR,VIEUX TEMPS,VIEUX TEMPS REGULAR,BOTTLE,1.3,Flemish Brabant,0.0,0,1,0,1
261.34,Entertainment Led,Events,RETURNABLE_KEG_STELLA ARTOIS_STELLA ARTOIS REGULAR,STELLA ARTOIS,STELLA ARTOIS REGULAR,KEG,12.03,Flemish Brabant,0.0,0,1,0,1
520.4444444444445,Institutional,Institutional,RETURNABLE_BOTTLE_BELLE VUE_BELLE VUE EXTRA KRIEK,BELLE VUE,BELLE VUE EXTRA KRIEK,BOTTLE,10.7,Flemish Brabant,-0.3,0,1,0,1
341.83333333333337,Institutional,Institutional,"RETURNABLE_BOTTLE_JUPILER_JUPILER 0,0",JUPILER,"JUPILER 0,0",BOTTLE,0.31,Flemish Brabant,-0.31,0,1,0,1
278.6509433962264,Institutional,Institutional,RETURNABLE_BOTTLE_STELLA ARTOIS_STELLA ARTOIS REGULAR,STELLA ARTOIS,STELLA ARTOIS REGULAR,BOTTLE,249.01,Flemish Brabant,715.76,0,1,0,1
366.35,Institutional,Institutional,RETURNABLE_KEG_HOEGAARDEN_HOEGAARDEN ROSEE,HOEGAARDEN,HOEGAARDEN ROSEE,KEG,48.1,Flemish Brabant,0.0,0,1,0,1
261.103367003367,Institutional,Institutional,RETURNABLE_KEG_STELLA ARTOIS_STELLA ARTOIS REGULAR,STELLA ARTOIS,STELLA ARTOIS REGULAR,KEG,714.33,Flemish Brabant,2308.7,0,1,0,1
285.83333333333337,Entertainment Led,Events,RETURNABLE_BOTTLE_STELLA ARTOIS_STELLA ARTOIS REGULAR,STELLA ARTOIS,STELLA ARTOIS REGULAR,BOTTLE,30.56,Flemish Brabant,0.0,0,1,0,1
328.3333333333333,Institutional,Institutional,RETURNABLE_BOTTLE_BELLE VUE_BELLE VUE KRIEK CLASSIQUE,BELLE VUE,BELLE VUE KRIEK CLASSIQUE,BOTTLE,1.52,Flemish Brabant,0.0,0,1,0,1
246.53333333333333,Institutional,Institutional,RETURNABLE_KEG_HOEGAARDEN_HOEGAARDEN WHITE,HOEGAARDEN,HOEGAARDEN WHITE,KEG,14.44,Flemish Brabant,0.0,0,1,0,1
227.6,Institutional,Institutional,RETURNABLE_KEG_STELLA ARTOIS_STELLA ARTOIS REGULAR,STELLA ARTOIS,STELLA ARTOIS REGULAR,KEG,48.1,Flemish Brabant,0.0,0,1,0,1
349.66666666666663,Entertainment Led,Sports Venue,RETURNABLE_BOTTLE_HOEGAARDEN_HOEGAARDEN ROSEE,HOEGAARDEN,HOEGAARDEN ROSEE,BOTTLE,45.05,West Flanders,172.31,0,0,1,1
302.8333333333333,Entertainment Led,Sports Venue,RETURNABLE_BOTTLE_HOEGAARDEN_HOEGAARDEN WHITE,HOEGAARDEN,HOEGAARDEN WHITE,BOTTLE,15.28,West Flanders,41.61,0,0,1,1
347.0,Entertainment Led,Sports Venue,"RETURNABLE_BOTTLE_JUPILER_JUPILER 0,0",JUPILER,"JUPILER 0,0",BOTTLE,3.1,West Flanders,51.28,0,0,1,1
255.52793834296725,Entertainment Led,Sports Venue,RETURNABLE_KEG_JUPILER_JUPILER PILS,JUPILER,JUPILER PILS,KEG,2496.57,West Flanders,6006.81,0,0,1,1
274.1,Entertainment Led,Sports Venue,RETURNABLE_KEG_STELLA ARTOIS_STELLA ARTOIS REGULAR,STELLA ARTOIS,STELLA ARTOIS REGULAR,KEG,769.64,West Flanders,2000.4,0,0,1,1
453.3333333333333,Entertainment Led,Events,RETURNABLE_BOTTLE_BELLE VUE_BELLE VUE EXTRA KRIEK,BELLE VUE,BELLE VUE EXTRA KRIEK,BOTTLE,3.06,Flemish Brabant,0.0,0,0,1,1
261.34,Entertainment Led,Events,RETURNABLE_KEG_STELLA ARTOIS_STELLA ARTOIS REGULAR,STELLA ARTOIS,STELLA ARTOIS REGULAR,KEG,96.21,Flemish Brabant,0.0,0,0,1,1
347.0,Institutional,Institutional,"RETURNABLE_BOTTLE_JUPILER_JUPILER 0,0",JUPILER,"JUPILER 0,0",BOTTLE,1.24,Liège,0.0,0,0,1,1
291.0,Institutional,Institutional,RETURNABLE_BOTTLE_JUPILER_JUPILER BLUE,JUPILER,JUPILER BLUE,BOTTLE,1.04,Liège,0.0,0,0,1,1
294.1666666666667,Institutional,Institutional,RETURNABLE_BOTTLE_JUPILER_JUPILER PILS,JUPILER,JUPILER PILS,BOTTLE,16.76,Liège,0.0,0,0,1,1
389.1139240506329,Institutional,Institutional,RETURNABLE_BOTTLE_LEFFE_LEFFE BLONDE,LEFFE,LEFFE BLONDE,BOTTLE,29.15,Liège,0.0,0,0,1,1
285.83333333333337,Institutional,Institutional,RETURNABLE_BOTTLE_STELLA ARTOIS_STELLA ARTOIS REGULAR,STELLA ARTOIS,STELLA ARTOIS REGULAR,BOTTLE,9.14,Liège,0.0,0,0,1,1
453.33333333333337,Entertainment Led,Events,RETURNABLE_BOTTLE_BELLE VUE_BELLE VUE EXTRA KRIEK,BELLE VUE,BELLE VUE EXTRA KRIEK,BOTTLE,7.64,Hainaut,12.84,0,0,1,1
413.8333333333333,Entertainment Led,Events,RETURNABLE_BOTTLE_BELLE VUE_BELLE VUE GUEUZE,BELLE VUE,BELLE VUE GUEUZE,BOTTLE,1.52,Hainaut,2.33,0,0,1,1
302.83333333333337,Entertainment Led,Events,RETURNABLE_BOTTLE_HOEGAARDEN_HOEGAARDEN WHITE,HOEGAARDEN,HOEGAARDEN WHITE,BOTTLE,1.53,Hainaut,1.66,0,0,1,1
389.1139240506329,Entertainment Led,Events,RETURNABLE_BOTTLE_LEFFE_LEFFE BRUNE,LEFFE,LEFFE BRUNE,BOTTLE,2.65,Hainaut,2.81,0,0,1,1
366.34999999999997,Entertainment Led,Events,RETURNABLE_KEG_HOEGAARDEN_HOEGAARDEN ROSEE,HOEGAARDEN,HOEGAARDEN ROSEE,KEG,44.1,Hainaut,62.33,0,0,1,1
254.3743243243243,Entertainment Led,Events,RETURNABLE_KEG_JUPILER_JUPILER PILS,JUPILER,JUPILER PILS,KEG,355.96,Hainaut,260.3,0,0,1,1
389.1139240506329,Entertainment Led,Events,RETURNABLE_BOTTLE_LEFFE_LEFFE BLONDE,LEFFE,LEFFE BLONDE,BOTTLE,5.3,Flemish Brabant,0.0,0,1,0,1
384.25,Entertainment Led,Events,RETURNABLE_BOTTLE_LEFFE_LEFFE BRUNE,LEFFE,LEFFE BRUNE,BOTTLE,2.66,Flemish Brabant,0.0,0,1,0,1
283.33333333333337,Entertainment Led,Events,RETURNABLE_KEG_HOEGAARDEN_HOEGAARDEN WHITE,HOEGAARDEN,HOEGAARDEN WHITE,KEG,7.21,Flemish Brabant,0.0,0,1,0,1
263.825,Entertainment Led,Events,RETURNABLE_KEG_STELLA ARTOIS_STELLA ARTOIS REGULAR,STELLA ARTOIS,STELLA ARTOIS REGULAR,KEG,19.23,Flemish Brabant,0.0,0,1,0,1
347.0,Institutional,Institutional,"RETURNABLE_BOTTLE_JUPILER_JUPILER 0,0",JUPILER,"JUPILER 0,0",BOTTLE,4.65,Antwerp,30.75,0,1,0,1
330.0,Institutional,Institutional,"RETURNABLE_BOTTLE_HOEGAARDEN_HOEG RADLER LEMON 0,0",HOEGAARDEN,"HOEG RADLER LEMON 0,0",BOTTLE,0.62,Walloon Brabant,5.85,0,0,1,1
328.0,Institutional,Institutional,"RETURNABLE_BOTTLE_HOEGAARDEN_HOEGAARDEN ROSE 0,0",HOEGAARDEN,"HOEGAARDEN ROSE 0,0",BOTTLE,0.62,Walloon Brabant,5.81,0,0,1,1
349.6666666666667,Institutional,Institutional,RETURNABLE_BOTTLE_HOEGAARDEN_HOEGAARDEN ROSEE,HOEGAARDEN,HOEGAARDEN ROSEE,BOTTLE,3.86,Walloon Brabant,8.86,0,0,1,1
387.88643533123025,Institutional,Institutional,RETURNABLE_BOTTLE_LEFFE_LEFFE BLONDE,LEFFE,LEFFE BLONDE,BOTTLE,10.61,Walloon Brabant,16.85,0,0,1,1
366.34999999999997,Institutional,Institutional,RETURNABLE_KEG_HOEGAARDEN_HOEGAARDEN ROSEE,HOEGAARDEN,HOEGAARDEN ROSEE,KEG,60.13,Walloon Brabant,155.84,0,0,1,1
254.4155339805825,Institutional,Institutional,RETURNABLE_KEG_JUPILER_JUPILER PILS,JUPILER,JUPILER PILS,KEG,495.47,Walloon Brabant,711.83,0,0,1,1
194.49999999999997,Entertainment Led,Events,RETURNABLE_BOTTLE_STELLA ARTOIS_STELLA ARTOIS REGULAR,STELLA ARTOIS,STELLA ARTOIS REGULAR,BOTTLE,51.68,Limburg,0.0,0,1,0,1
453.3333333333333,Drink Led,Bar,RETURNABLE_BOTTLE_BELLE VUE_BELLE VUE EXTRA KRIEK,BELLE VUE,BELLE VUE EXTRA KRIEK,BOTTLE,4.59,Limburg,19.25,0,0,1,1
388.41155234657043,Drink Led,Bar,RETURNABLE_BOTTLE_LEFFE_LEFFE BLONDE,LEFFE,LEFFE BLONDE,BOTTLE,18.56,Limburg,49.15,0,0,1,1
389.1139240506329,Drink Led,Bar,RETURNABLE_BOTTLE_LEFFE_LEFFE BRUNE,LEFFE,LEFFE BRUNE,BOTTLE,5.3,Limburg,14.04,0,0,1,1
308.25,Drink Led,Bar,RETURNABLE_KEG_HOEGAARDEN_HOEGAARDEN WHITE,HOEGAARDEN,HOEGAARDEN WHITE,KEG,19.24,Limburg,56.84,0,0,1,1
248.55,Drink Led,Bar,RETURNABLE_KEG_JUPILER_JUPILER BLUE,JUPILER,JUPILER BLUE,KEG,38.48,Limburg,139.51,0,0,1,1
254.28,Drink Led,Bar,RETURNABLE_KEG_JUPILER_JUPILER PILS,JUPILER,JUPILER PILS,KEG,96.21,Limburg,230.23,0,0,1,1
250.8860759493671,Institutional,Institutional,OW_CAN_JUPILER_JUPILER PILS,JUPILER,JUPILER PILS,CAN,2.68,Liège,0.0,0,0,1,0
445.56050182112506,Entertainment Led,Events,OW_BOTTLE_CORONA_CORONA EXTRA,CORONA,CORONA EXTRA,BOTTLE,109.79,Liège,308.0,0,0,1,0
459.1850789096126,Entertainment Led,Events,OW_BOTTLE_CUBANISTO_CUBANISTO RUM,CUBANISTO,CUBANISTO RUM,BOTTLE,174.19,Liège,448.15,0,0,1,0
250.00657635144023,Entertainment Led,Events,OW_BOTTLE_GINETTE_ GINETTE LAGER,GINETTE, GINETTE LAGER,BOTTLE,257.84,Liège,410.74,0,0,1,0
412.6911976911977,Entertainment Led,Events,OW_BOTTLE_GINETTE_GINETTE FRUIT,GINETTE,GINETTE FRUIT,BOTTLE,35.88,Liège,134.03,0,0,1,0
448.23232323232327,Entertainment Led,Events,OW_BOTTLE_GINETTE_GINETTE TRIPEL,GINETTE,GINETTE TRIPEL,BOTTLE,49.8,Liège,120.68,0,0,1,0
349.6666666666667,Entertainment Led,Events,RETURNABLE_BOTTLE_HOEGAARDEN_HOEGAARDEN ROSEE,HOEGAARDEN,HOEGAARDEN ROSEE,BOTTLE,36.04,Liège,137.85,0,0,1,1
347.00000000000006,Entertainment Led,Events,"RETURNABLE_BOTTLE_JUPILER_JUPILER 0,0",JUPILER,"JUPILER 0,0",BOTTLE,19.51,Liège,323.04,0,0,1,1
323.9174963750604,Entertainment Led,Events,RETURNABLE_KEG_GINETTE_ GINETTE LAGER,GINETTE, GINETTE LAGER,KEG,4976.27,Liège,15510.57,0,0,1,1
344.05,Entertainment Led,Events,RETURNABLE_KEG_GOOSE ISLAND_GOOSE ISLAND IPA,GOOSE ISLAND,GOOSE ISLAND IPA,KEG,44.9,Liège,109.19,0,0,1,1
366.35,Entertainment Led,Events,RETURNABLE_KEG_HOEGAARDEN_HOEGAARDEN ROSEE,HOEGAARDEN,HOEGAARDEN ROSEE,KEG,938.01,Liège,4051.79,0,0,1,1
340.53333333333336,Entertainment Led,Events,RETURNABLE_KEG_KWAK_KWAK,KWAK,KWAK,KEG,48.55,Liège,90.02,0,0,1,1
370.6,Entertainment Led,Events,RETURNABLE_KEG_TRIPEL KARMELIET_TRIPEL KARMELIET,TRIPEL KARMELIET,TRIPEL KARMELIET,KEG,119.05,Liège,275.98,0,0,1,1
294.1666666666667,Drink Led,Bar,RETURNABLE_BOTTLE_JUPILER_JUPILER PILS,JUPILER,JUPILER PILS,BOTTLE,10.69,Limburg,0.0,0,0,1,1
265.52742616033754,Entertainment Led,Sports Venue,RETURNABLE_BOTTLE_LEFFE_LEFFE,LEFFE,LEFFE,BOTTLE,6.04,Liège,5.69,0,0,1,1
389.1139240506329,Entertainment Led,Sports Venue,RETURNABLE_BOTTLE_LEFFE_LEFFE BLONDE,LEFFE,LEFFE BLONDE,BOTTLE,5.3,Liège,0.0,0,0,1,1
389.1139240506329,Entertainment Led,Sports Venue,RETURNABLE_BOTTLE_LEFFE_LEFFE BRUNE,LEFFE,LEFFE BRUNE,BOTTLE,5.3,Liège,0.0,0,0,1,1
380.0,Entertainment Led,Sports Venue,RETURNABLE_BOTTLE_LEFFE_LEFFE SANS ALCOOL/ALCOHOLVRIJ,LEFFE,LEFFE SANS ALCOOL/ALCOHOLVRIJ,BOTTLE,1.22,Liège,8.88,0,0,1,1
254.35050505050506,Entertainment Led,Sports Venue,RETURNABLE_KEG_JUPILER_JUPILER PILS,JUPILER,JUPILER PILS,KEG,476.25,Liège,397.15,0,0,1,1
368.73333333333335,Entertainment Led,Sports Venue,RETURNABLE_KEG_LEFFE_LEFFE BLONDE,LEFFE,LEFFE BLONDE,KEG,76.96,Liège,106.05,0,0,1,1
554.7058823529411,Drink Led,Beer bar,OW_BOTTLE_CORONA_CORONA EXTRA,CORONA,CORONA EXTRA,BOTTLE,2.89,Luxembourg,0.0,0,0,1,0
429.24050632911394,Drink Led,Beer bar,OW_BOTTLE_CUBANISTO_CUBANISTO RUM,CUBANISTO,CUBANISTO RUM,BOTTLE,18.0,Luxembourg,0.0,0,0,1,0
